"","T-69","T-63","T-57","T-51","T-45","T-39","T-33","T-27","T-21","T-15","T-9","T-3"
"virus_comp_315_cycle_1_1",0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107,0.130534985187107
"virus_comp_2572_cycle_1_4",0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741,0.0896765769803741
"virus_comp_17959_cycle_1_11",0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306,0.0959945564914306
"virus_comp_17959_cycle_1_10",0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541,0.0951932917292541
"virus_comp_17813_cycle_1_1",0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559,0.0987833160458559
"virus_comp_392_cycle_1_1",0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944,0.0873426962824944
"virus_comp_17959_cycle_1_12",0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276,0.0929965264365276
"virus_comp_7609_cycle_1_2",0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111,0.0830009428528111
"virus_comp_1727_cycle_1_2",0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854,0.0949476414461854
"virus_comp_152_cycle_1_8",0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059,0.101508042636059
"virus_comp_2265_cycle_1_9",0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904,0.102058220189904
"virus_comp_18178_cycle_1_10",0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253,0.0953744858378253
"virus_comp_593_cycle_1_28",0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164,0.0784663622822164
"edge_1631_4",0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158,0.075268995767158
"virus_comp_2343_cycle_1_7",0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317,0.0946758091676317
"virus_comp_2269_cycle_1_10",0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784,0.0925362110844784
"virus_comp_593_cycle_1_96",0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393,0.0781369519791393
"virus_comp_391_cycle_1_1",0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557,0.0848577793234557
"virus_comp_645_cycle_1_8",0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513,0.0777585923645513
"virus_comp_317_cycle_1_4",0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218,0.103640138843218
"virus_comp_285_cycle_1_1",0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453,0.084251956701453
"virus_comp_169_cycle_1_2",0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493,0.0858896837940493
"virus_comp_593_cycle_1_95",0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204,0.0807851389047204
"virus_comp_2473_cycle_1_6",0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794,0.0879239753667794
"virus_comp_593_cycle_1_69",0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902,0.0789796551853902
"virus_comp_12035_cycle_1_1",0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419,0.108813597847419
"virus_comp_289_cycle_1_1",0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305,0.0939601581391305
"virus_comp_358_cycle_1_6",0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661,0.0978436092736661
"virus_comp_36_cycle_2_46",0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021,0.074935306329021
"virus_comp_2375_cycle_1_4",0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051,0.0821558505590051
"virus_comp_2477_cycle_1_2",0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288,0.0947598123407288
"edge_959_24",0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588,0.0812489172640588
"virus_comp_2475_cycle_5_11",0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995,0.0941921036721995
"virus_comp_12035_cycle_1_2",0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801,0.100099304076801
"virus_comp_2394_cycle_1_5",0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911,0.0959334835565911
"virus_comp_593_cycle_1_118",0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561,0.0785156713341561
"virus_comp_2475_cycle_5_12",0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477,0.0909961713619477
"virus_comp_317_cycle_1_3",0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015,0.0955059184991015
"virus_comp_2475_cycle_5_10",0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603,0.0956685476342603
"edge_1627_29",0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806,0.0810902427703806
"virus_comp_2343_cycle_1_4",0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174,0.0850542679209174
"virus_comp_2477_cycle_1_3",0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773,0.094823412142773
"virus_comp_2475_cycle_5_4",0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521,0.0946129240148521
"virus_comp_250_cycle_1_257",0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632,0.0816631035702632
"edge_263_1",0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644,0.0744545681689644
"virus_comp_2394_cycle_1_3",0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877,0.0871627771000877
"edge_1990_1",0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974,0.059515765233974
"edge_1989_50",0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206,0.0765327506568206
"virus_comp_5225_cycle_1_2",0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706,0.0919666890885706
"virus_comp_648_cycle_1_7",0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093,0.0792126004106093
"virus_comp_6559_cycle_1_2",0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105,0.091629000520105
"virus_comp_733_cycle_1_49",0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331,0.0752513829771331
"virus_comp_18196_cycle_1_2",0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107,0.100255543858107
"virus_comp_18126_cycle_1_3",0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347,0.102434310960347
"virus_comp_18128_cycle_1_9",0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548,0.0725798351257548
"virus_comp_491_cycle_1_3",0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977,0.0806954107454977
"virus_comp_3264_cycle_1_8",0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492,0.104404301566492
"virus_comp_2239_cycle_1_8",0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717,0.0855217942040717
"virus_comp_5225_cycle_1_4",0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026,0.0890272027548026
"virus_comp_2475_cycle_5_7",0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766,0.0984975723357766
"virus_comp_1933_cycle_1_3",0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618,0.0858454657307618
"virus_comp_2475_cycle_5_8",0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124,0.0930731321548124
"virus_comp_4046_cycle_1_2",0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464,0.0731777498035464
"virus_comp_18196_cycle_1_8",0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998,0.0996326763399998
"virus_comp_2915_cycle_1_9",0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329,0.0990027487687329
"virus_comp_18166_cycle_1_4",0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632,0.0716079553646632
"virus_comp_811_cycle_1_1",0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829,0.0835870486316829
"virus_comp_3003_cycle_1_3",0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538,0.0678779099336538
"virus_comp_2239_cycle_1_5",0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927,0.0804181348923927
"virus_comp_384_cycle_1_3",0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938,0.10051421689938
"edge_1847_24",0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775,0.0773424533197775
"edge_2254_7",0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617,0.0771998603110617
"edge_3278_3",0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731,0.0770740133821731
"virus_comp_1102_cycle_1_8",0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648,0.0747981525761648
"virus_comp_2476_cycle_1_2",0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556,0.0977889470390556
"virus_comp_1933_cycle_1_2",0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645,0.0719197305625645
"virus_comp_250_cycle_1_124",0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616,0.0843145080437616
"virus_comp_384_cycle_1_5",0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715,0.0957526625367715
"virus_comp_2477_cycle_1_5",0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861,0.0914742933701861
"virus_comp_1935_cycle_1_2",0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372,0.0807007246867372
"virus_comp_297_cycle_1_1",0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057,0.0770805552187057
"edge_1633_14",0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888,0.0823663220793888
"virus_comp_3464_cycle_1_7",0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901,0.076766852347901
"virus_comp_6916_cycle_1_4",0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803,0.0764089644487803
"virus_comp_2394_cycle_1_7",0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923,0.0892636611467923
"virus_comp_18116_cycle_1_3",0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313,0.0984180594202313
"virus_comp_250_cycle_1_189",0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501,0.0744434278294501
"virus_comp_2477_cycle_1_6",0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529,0.0977795168426529
"virus_comp_2475_cycle_5_1",0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982,0.0952856007705982
"edge_1468_72",0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042,0.0828123753634042
"virus_comp_250_cycle_1_163",0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834,0.075597491699834
"virus_comp_1342_cycle_1_11",0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644,0.0754564712131644
"virus_comp_888_cycle_1_4",0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599,0.0663487697958599
"virus_comp_2383_cycle_1_3",0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809,0.0788307199959809
"edge_959_21",0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411,0.0744937636293411
"virus_comp_2475_cycle_5_2",0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995,0.0879276207327995
"virus_comp_317_cycle_1_1",0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514,0.0922973896357514
"edge_1633_25",0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365,0.0704592999693365
"virus_comp_384_cycle_1_1",0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416,0.0871269447548416
"edge_1847_11",0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923,0.0684404783700923
